board,title,content,time
Gossiping,[問卦] 炒菜不過油真的罪該萬死嗎？,  誒誒又是我東南亞肥宅喇  肥宅我今天不想吃雞排  反而炒了一盤菜  結果對方說我沒過油  一口都不吃  炒菜不過油真的罪該萬死嗎？  有沒有卦？     ,2019-12-05 10:46:15
Gossiping,Re: [問卦] 如果顏董全家染病怎辦?, ※ 引述《destroytw (兩岸血脈相連，是一家人)》之銘言： : 三月就是大甲媽遶境活動了，看來取消機率低 : 上次就有人不小心碰到顏董的頭 : 這次繞境假如信徒太過熱情不小心咳嗽把病毒傳給顏董 : 顏董又回家傳給家人怎辦? : 台灣不能沒有顏董啊 : 這樣水餃還能買嗎 : 如果顏董在繞境時全家染病怎辦 : 1450會爽到高潮嗎? : 我先聲明我希望顏董身體健康繼續賣水餃 : 問問大家萬一顏董在繞境時全家染病怎辦? 突然想到一種情境 假如整個遶境結束結果沒人受感染或是傳出疑似病例  這些廣大的信徒你覺得他們會怎樣？？  可能會開始大力宣傳神力 然後開始輕忽防疫 可能之後連口罩也不戴了  天啊我想到就覺得好可怕  這是不是另一種方式證實了台灣明智未開？？   ,2020-02-24 07:54:23
Gossiping,[問卦] 演化上，這次病毒484對肥宅有利?, 肥宅都不太愛出門，不太愛跟人群接觸 總是喜歡宅在家裡跟二次元老婆相處 更不可能去甚麼舞廳，也沒人可以陪肥宅出去走春還幹嘛的 大幅降低接觸病毒的可能 所以...484也可以說 對於肥宅而言，在演化上，比起那些在外面到處約的潮潮們 肥宅應該更有利於生存 那麼肥宅的基因484就有機會繼續繁衍? 是否可以預告我大肥宅世代即將來臨呢??? 有沒有八卦??   ,2020-01-26 15:26:41
Gossiping,Re: [爆卦] 復健科醫師和治療師開戰啦～～, 原文恕刪。  我不是骨科或復健科，僅以一般醫師觀點發表一些想法。  最重要的是：請定義「非傷病」民眾  今天有個看似健康的民眾，說腰酸三年想來修法後的物理治療中心徒手治療。治療師就幫他做了舒緩的運動。第一個禮拜有效，一個月過後痛不欲生。因為物理治療師沒學過問診、疾病診斷、鑑別診斷，結果民眾其實是壓迫性骨折造成的疼痛。  今天有個居家安寧癌症患者肩頸痠痛，修法後的物理治療師前往協助。做完更痛了結果是癌症骨轉移，徒手治療後造成病理性骨折。  這些例子都是潛在風險  年輕的物理治療師不要隨前輩起哄 —————————  很多人會覺得復健科醫師就是坐在那邊開單很廢，但請記住他們也是接受專業訓練的醫師，對於判斷症狀警訊或是鑑別診斷不是一般醫療人員可比擬。  復健科醫師今天看沒兩分鐘就叫你去做運動，那是你運氣好，要充滿感恩  分享一些看法     - ,2019-12-12 17:11:10
Gossiping,[問卦] 美劇 跟 台韓日劇的風格,   為什麼美劇動不動就是  殺人 講髒話 做愛做的事 吸毒  反觀台韓日就是  浪漫 甜蜜 感人 溫馨  常常上演唯美的畫面 搭配感人的音樂  為何風格差這麼多 有八卦嗎?   ,2020-03-14 20:52:59
Gossiping,[問卦] 公務員可以下午4點去養生館按摩嗎??,  欸欸，  今天看到摩鐵詩人的一天，  發現詩人除了月領10萬元，  每天上班2小時，這些我都可以忍，  BUT!!!  為何公務員可以下午4點去養生館按摩???   ,2020-03-11 19:50:36
Gossiping,Re: [新聞] 大學生美國返台居家檢疫開轟趴！大樓住, 這該說海龜太聰明嗎? 滿屌的  不能出去玩  就找人進來玩  人進得來 病毒傳出去 高雄不意外  這有得罰嗎?  他沒趴趴走 ... 是在家裡  現在如果接觸居家隔離的人會有罰則嗎?  接觸居家隔離的人需要居家隔離14天嗎?   ,2020-03-24 15:53:45
Gossiping,Re: [新聞] 中山橋做碑林 柯：不照辦回去當公務員," 柯屁的文化程度多爛？看他找來的第一個文化局長倪重華就知道了。 倪重華剛上任，安排柯屁去聽李宗盛的演唱會：    台北市長柯文哲27日晚上帶著妻子一起去聽流行音樂界的「教父級」創作歌手李宗盛的演 唱會，受訪時柯坦言，他是被文化局長倪重華「拜託」來的，「他叫我要增加點文化氣息 ！」  柯回應說:「我寧可在家看電視」......   連聽流行歌手的文化程度都沒有，也就別說更嚴肅的音樂 或欣賞更細緻的藝術了. 這幾年他的文化表現就是唱唱卡啦OK, 根本是公園阿伯等級的程度而已。  一個沒文化修養的醫師爬到上位了，居然對文化建設指指點點！ 指指點點也就罷了，直接下指導棋，真是讓人噴血噴飯...   ",2020-02-24 09:32:31
Gossiping,[問卦] 大家上班會畫畫嗎, 安 我是小妹  小妹有天接到訊息 他的朋友上班在畫畫!  突然有點震驚！  朋友利用上班閒暇之虞畫畫  充分的利用時間  於是小妹也畫了史努比出來   是有點像兩隻雞  大家上班會偷畫畫嗎   ,2020-02-26 12:34:33
Gossiping,Re: [政治] 吳斯懷倡議恢復軍審法 洪慈庸這樣說, 我看到底下留言有人說啊 一個被選民唾棄選不上立委一個是現任立委 這就是民意 What? 一個是躲在不分區第二名 罵不退親共前國軍將領 一個是些微差距落敗連任失敗的前立委 該不會八卦鄉民真的支持恢復軍審法吧   ※ 引述《geoharmmer (地質錘)》之銘言： : 洪慈庸現在是立法院機要顧問，她的弟弟就是死於軍中冷酷的學長學弟制，所以洪仲秋一 : 死軍審法立刻廢除。如今，吳斯懷居然提議恢復軍審法，洪慈庸極力反對。 : 1.媒體來源: 自由時報 : 2.記者署名: 吳書緯 : 3.完整新聞標題: 吳斯懷倡議恢復軍審法 洪慈庸這樣說 : 4.完整新聞內文: : 國民黨立委吳斯懷今在立院質詢指稱，軍事審判法「被廢除、凍結」，部隊「軍紀敗壞、 : 國家安全崩解」，建議國防部恢復軍審法；前立委、立法院顧問洪慈庸表示，依她的觀察 : 並沒有如吳斯懷所言的「軍紀敗壞、國安崩解」，且軍審法並未被廢除，只是在承平時交 : 由一般司法處理，使審檢分隸並審判獨立。 : 軍審法重大變革可追溯到2013年「洪仲丘事件」，由於軍事檢察署偵辦洪案時遭質疑有諸 : 多細節未釐清，引發洪仲丘姊姊洪慈庸與家屬質疑、數十萬民眾自發上街的「白衫軍運動 : 」，要求國防部讓第三方介入調查，促使軍方將案件移交給高等檢察署與桃園地檢署偵辦 : 。 : 立法院也在同年火速通過三讀通過「軍事審判法部分條文修正案」，明訂現役軍人若是在 : 承平時期（非戰時）犯罪，其偵審程序不再適用軍審法，改依「刑事訴訟法」由普通檢察 : 署、法院處理。 : 洪慈庸今天受訪表示，過去恢復軍審法議題包括高雄市長韓國瑜在競選2020年總統時提過 : ，如今也被吳斯懷再度提起，然而軍審法一直沒有被廢除，只是軍事審判承平回歸一般司 : 法處理，使審檢分隸並審判獨立。 : 洪慈庸指出，軍事審判回歸一般司法處理的考量是人權，由於軍中有學長學弟制，過去發 : 生許多軍法案件，軍方都有直接介入案件，當時訴求回歸一般司法處理，是希望審判是可 : 生許多軍法案件，軍方都有直接介入案件，當時訴求回歸一般司法處理，是希望審判是可 : 以獨立跟信賴。 : 洪慈庸說，在她過去4年立委任內，國防部已經在積極處理軍紀問題和管理作為，當然也 : 還有進步的空間，也應無吳斯懷所言軍紀敗壞的情況；她表示行政院長蘇貞昌今天的答覆 : 也相當貼切，不是考慮恢復軍審法，而是是讓法官審判時了解軍隊、軍紀與民間的不同。 : 洪慈庸強調，現在年輕人與過去不同，時代一直在進步，軍紀強化的作為也一直在改變， : 在全募兵制的今日要如何吸引年輕人從軍，不能只是單純用過去威權的管理方式，就可以 : 讓年輕人加入將軍旅列為生涯規劃的選項。 : 5.完整新聞連結 (或短網址): :  : 6.備註:   ,2020-04-01 00:24:26
Gossiping,[爆卦] 伊朗美軍基地被攻擊畫面曝光, 今晨伊朗突然對伊拉克美軍發射35枚飛彈，跟據畫面內容顯示飛彈擊中地面的一瞬間 五角大廈說現在暫無傷亡傳出  跟據該文內容川普已經召開國家安全委員會，國防部長、國務卿也趕至白宮  美伊隨時會全面開戰... （影片來源：小妹防爆團）  網址：      ,2020-01-08 11:02:26
Gossiping,[新聞] 武漢要求全面排查不漏一戶一人 交叉感染風, 1.媒體來源:  新唐人  2.記者署名  李明  3.完整新聞標題:  武漢要求全面排查不漏一戶一人 交叉感染風險大增  4.完整新聞內文:   這張拍攝於2020年2月5日的照片顯示，中國湖北省武漢市由一家展覽中心臨時改建的隔離 點已開始接受表現出輕度新型冠狀病毒癥狀的患者。(STR/AFP via Getty Images)  【新唐人北京時間2020年02月07日訊】中國武漢市官方本週四召開了新型肺炎疫情全面排 查動員會，中共國務院副總理孫春蘭在會議上要求武漢市全面入戶上門排查所謂「四類」 人員，並強度要「不落一戶、不漏一人」。輿論質疑此舉存在極大風險，不僅被強制送往 指定地點集中的人面臨的條件可能比在家隔離更糟糕，而且強制入戶排查極易造成大面積 交叉感染。  據陸媒報導，中共國務院副總理孫春蘭2月6日上午在武漢舉行的「新型冠狀病毒感染的肺 炎疫情」全面排查動員會上講話，要求武漢市「舉全市之力入戶上門排查『四類』人員」 ，各轄區、行業部門、單位都要挨家挨戶上門測體溫，詢問密切接觸者，務必在第一時間 將「四類」人員送往隔離點和定點醫療機構。  據了解，所謂「四類人員」指的是新型冠狀病毒肺炎的確診患者、疑似患者、發熱患者、 確診患者的密切接觸者。  上述消息引起中國網民們的極大擔憂。  有網友指出，現在武漢市的情況是因為醫院沒有床位，前期有大量遲遲得不到確診的疑似 患者以及部份已經確診的患者都被迫待在家中，現在官方要求派人員逐戶上門去排查，還 要一家家入戶量體，導致疫情進一步擴撒的風險極大。即使上門排查人員都穿著防護服， 仍然極可能從有潛伏期病人的家中把病毒帶到其他家庭，從而带来大面積交叉感染的風險 。  有網友表示，已經曝光的照片上可以看到，武漢政府匆忙改建的隔離點的條件十分簡陋， 現在要把大量居家隔離的疑似病患者和發熱病人強制性送到指定地點隔離，患者所面臨的 隔離條件很可能比在家隔離更加糟糕，被交叉感染而加重病情的風險也很高。   （網絡截圖）  有網友轉發上述帖文後也發帖哀求：「求求了，饒了還在那裏苦苦堅持的健康人吧……」  網友【隨遇而安】評論說：「（中共）不把人斬盡殺絕誓不罷休？可憐的人們怎麼也想不 到會是這麼個死法。」  【大阪両日現地】反諷道：（叮噹）「你好！病毒戶戶送！」  foxy_willow提醒說：「只要有人來，就要做到人走即消毒。」  Silent卻跟貼稱：「 現有的消毒用劑能不能消滅浮塵里的新冠還是個問題。」  【人為本】感嘆道：「人死也死得不明不白。」  5.完整新聞連結 (或短網址):    6.備註:   還有十愁在眼前：    一愁天下亂紛紛，二愁東西餓死人，                     三愁湖廣遭大難，四愁各省起狼煙，                     五愁人民不安然，六愁九冬十月間，                     七愁有飯無人食，八愁有人無衣穿，  《陝西太白山劉伯溫碑記》                     九愁屍體無人撿，十愁難過豬鼠年。       ,2020-02-07 22:34:27
Gossiping,[問卦] 為什麼作業員要站著, 竹子想到以前剛出社會有去當過組裝作業員  五個新人一條線 每個人旁邊都有一個高腳椅  可是卻沒人坐 後來做了大概兩個禮拜  我就勇敢地坐著組裝 速度完全沒變慢  甚至我下一個人還做得來不及 貨堆著很多  結果這時候我們班長跑來說 坐夠了吧 起來吧  先說一下我們是五個新人一條線之外  是公司新設的大夜班 所以也只有我們一條線  沒有公司主管 就五個人+一個班長  所以也不會是什麼有主管在看不要坐著之類的  有沒有作業員明明很多可以坐著工作  也硬要你站著的掛?   ,2020-04-06 12:42:44
Gossiping,Re: [問卦] 一直吵著要台灣蓋方艙的是哪種人？,  看到很多人推柯粉 韓粉 我覺得很心寒  柯粉不是台灣人嗎？ 韓粉不是台灣人嗎？  這種時候 不要分化台灣人嘛 大家團結抗疫  以下不發p幣 每10樓 也不怎樣  認同不分化 請推爆   ※ 引述《DONNY (Donny)》之銘言： : 如題啦 : 這幾天齁 隨著人數上升、雖然都是輕症 : 但是還是弄的有些人在趁亂喊著要蓋方艙 : 現在齁，你光篩檢你自己不能進到醫院 平均一個人就要大概1.5小時來處理。 : 蓋方艙下去醫療體系直接崩給你看 : 然後時間倒轉一下齁 當初說要弄隔離所一堆人就靠北靠母的要死 : 現在蓋方艙難道蓋你家旁邊嗎？ : 有沒有方艙都是那些的人在吵的八卦啊？？   ,2020-03-22 09:43:58
Gossiping,Re: [問卦] 你OK我們藥局不OK啊, 現在最大的問題是，錢呢？錢去誰的口袋裡了？  口罩一個賣5元，  徵收成本一個2元，  郵局物流沒收錢是中華郵政自己吸收，  藥局販買要全部上繳自己沒抽半毛，  拗藥師做義工，  那麼物流跟販售都沒成本支出，  2元徵收來的口罩5元賣出去，  3元價差利潤是誰拿走了？  政府應該向民眾公開透明。  以下開放菸粉叫大家去google。   ,2020-02-18 02:33:57
Gossiping,[新聞] 美籍男返台躲疫情卻開賭場 還揪SBL球員, 1.媒體來源: 聯合新聞網   2.記者署名 記者巫鴻瑋／新北即時報導   3.完整新聞標題:  美籍男返台躲疫情卻開賭場 還揪SBL球員與正妹荷官同樂  4.完整新聞內文:  新北市三重警方今天凌晨破獲一間德州撲克賭場，其中更有SBL球員涉賭，賭場負責人楊姓 男子雖然拿有美國公民身分，卻在返台躲疫情期間，私下揪人聚賭，更大手筆包下豪宅，還 聘請法律系的正妹擔任美女荷官，出入賭場者幾乎都是富二代，現場就查獲鉅額賭資，通通 遭警方帶回法辦。  開設德州撲克賭場的楊姓男子，年僅27歲，但因家境優渥，時常往來美國及台灣，更領有美 國公民身分，疫情期間選擇留在台灣，卻因為在家無聊，乾脆包下重陽路上一間豪宅，作為 賭博消遣的場所，更呼朋引伴找來許多富二代友人聚賭。  據了解，其中1名賭客更是SBL現役球員，因為聽說荷官是高學歷法律系美女，才會來楊男開 設的賭場小賭一番。  警方先是昨晚為了不打草驚蛇，故意在賭場大樓樓下一間熱炒店佯裝酒客，觀察賭場出入的 賭客，在今天凌晨眼見時機成熟，刑警隨即整隊上樓，攻堅破門一舉控制現場，嚇得現場許 多富二代一陣錯愕，連美女荷官都驚恐呆坐在賭桌旁，不敢置信會被警方查獲。  楊男刻意租用豪宅作為賭場，更請來李姓男子（30歲）作為賭場圍事，但仍在三重警分局偵 查隊長鄭偉豪的行動中栽了，現場查獲鉅額賭金，警詢後依賭博罪嫌將楊男、謝姓美女荷官 及李姓圍事送辦，其餘包含SBL球員在內19名賭客，則依社維法法辦。   5.完整新聞連結 (或短網址):    6.備註:  新聞照片中哪一位是SBL球員？？誰啊？？   ,2020-03-21 15:03:01
Gossiping,Re: [新聞] 川普考慮召回駐韓美軍4000人　軍費分擔「, ※ 引述《Mazda6680 (SEALs)》之銘言： : :  : : 川普考慮召回駐韓美軍4000人　軍費分擔「漲5倍」南韓辦不到就撤 : : 目前駐韓美軍共2萬8500人，一個旅的兵力約是3000到4000人，而在2019年度美國國防授 : : 權法案中，撤出一個旅的要求是合法的。除非美國國防部長向國會委員會證實確有必要撤 : : 出，否則現行法案規範下，不得動用國會撥出的資金，將駐韓美軍減少到2萬2000名兵力 :   說句實在話，蔡英文真她喵的一路撿到無敵幸運星星...除了總統對手撿到韓這種等級 :   中美貿易大戰爽到台灣經濟台商回流、然後也更爽到台灣軍武撿到F16V & M1A2T :   日韓貿易大戰還是爽到台灣的旅遊業，兩邊遊客通吃，接著半導體跟精密材料訂單也爽 :   現在呢韓國如果放棄美軍駐防，第一島鏈的台灣大概又要爽到了 :   左營軍港如果擴建完畢，萬噸級以上的美帝大驅..也差不多會半路跑來補給了 :   比師傅的三角褲戰術威多了  中美日韓四方網內外互打  爽到的都是台灣.. :   誰誰比蔡還幸運.. 蔡英文撿到槍也只不過是這一兩年的事， 而且別忘了中間還經過民進黨縣市長選舉大敗  現在國際局勢有利台灣，除了中美自己在亂打，還有香港自爆之外， 從2016年到現在別忘了中國對台灣的施壓程度可說除了96飛彈危機之外最高 但是不管內政上爭議多大，從後見之明看，蔡英文在外交上從沒走錯任何一步棋 中共軍機繞台、中國航線劃到台海中線、WHO進一步打壓、挖邦交國等等 中國還自以為是地要未填答的答案卷要了好幾年， 除了柯屁自以為台灣不要挑釁人家外， 台灣一直徹底做到「讓中國沒有把柄可以抓」  這中間需要多大的耐性跟抗壓性？ 豈是蔡英文撿到槍可以帶過   ,2019-11-21 17:57:05
Gossiping,Re: [爆卦] 美中第一階段貿易協議要簽下去啦, ※ 引述《nomorepipe (不管了啦)》之銘言： : LIVE :  :  : 庚子賠款Ver.2.0 馬上就要簽下去了 : 那個誰還不出來強烈譴責簽署喪權辱國條約 : 維尼包子還不吞下去嗎? : 可憐哪~~ : 可憐哪~~ 內行人都知道 大陸這次簽的很可憐  不只割地賠款 輸了裡子也輸了面子  講好聽一點是達成協議 講難聽一點是丟臉   看看現在中國股市 慘慘慘 已經破歷史新低 一堆公司變壁紙  人民幣也暴跌破7 之前還有美國投資大師說之後會破9  更慘的是外資大量撤離 中國沿岸失業率已經破20% 這還只是官方數據  內憂外患夾擊之下 外界預估共產黨政權3年內gg  呵呵     ,2020-01-16 00:55:06
Gossiping,[問卦] 黑人這次怎麼不出來說話挺羅志祥, 我記得黑人不是跟羅志祥一起主持TV搜查線 後來還在節目中說只有第一集是真的，其它都是假的   由此可知黑人應該跟羅志祥挺熟的阿 怎麼黑人到現在會這麼安靜阿   ,2020-04-25 09:57:01
Gossiping,[問卦] 臺灣是否雖敗猶榮？, 這波疫情戰， 臺灣打出無比堅韌， 屢被國外媒體稱臺灣是瓦干達般的聖境， 結果就在九局下半， 被自己人海軍牛棚放火， 被中國武漢肺炎揮出滿貫全壘打的逆轉勝！ 今天！ 還是熟悉的臺灣國家隊最對味！ 臺灣雖敗猶榮！ 有八卦嗎？   ,2020-04-21 14:06:28
Gossiping,[問卦] 這個捷運到底要怎麼搭？,   諸君午安，這是台北的捷運圖  假設我從南京三民出發，要到景美  那麼請問我是綠色的一路坐下去比較快呢？  還是中途換個坐中和新蘆再換回來比較快？  有沒有台北的鄉民可以現身說法的？  - ,2020-03-26 14:10:28
Gossiping,[新聞] 昆山仁寶集團員工一天量六次體溫 富士康, 昆山仁寶集團員工一天量六次體溫 富士康用餐一人一桌  2020-02-12 23:02 聯合報 / 記者張運祥╱即時報導  昆山台廠正陸續復工，包括仁寶集團、緯創集團、富士康集團都有序復工中，昆山堅持疫 情防控和復工複產兩手抓、兩不誤，台廠都積極配合把防控機制到位、員工排查到位、設 施物資到位、內部管理到位的要求落實到位，有序推進企業復工複產，護住昆山經濟發展 「基本盤」。  截至2月12日，昆山仁寶集團復工複產的企業已有兩家，產能恢復到30%，復工人員1.2萬 人左右。  昆山市政府微信公眾號「昆山發布」報導，在仁寶集團的食堂，就餐的員工整齊面向同一 個方向，彼此間還做了隔離，整個食堂鴉雀無聲。就餐結束後，員工們洗手、消毒時主動 保持一定的距離。  「只有在細節上把四個到位的要求落實好，疫情防控才能更有效，企業生產才能有序穩定 ，員工的安全健康才能更有保障。」仁寶資訊技術（昆山）公司中國區行政資源管理本部 副總經理張永南說。  仁寶集團科學合理調度使用現有員工，宣導疫情重點地區員工不要提前返昆。同時，在廠 區、宿舍每天員工體溫至少監測六次，部分返昆員工一律進行醫學觀察14天，設置鞋底消 毒區確保員工進出廠區消毒到位。  報導指出，2月12日，緯創集團復工複產第三天，上崗員工雖然不太多，在廠區門崗處依 次進行體溫監測，登記個人資訊，並用酒精消毒。  緯創資通華東廠區副總經理黃敦哲說，緯創微信公眾號每日推送有關疫情防控的文章，要 求員工登記個人資訊和健康狀況，公眾號關注人數近7萬人，確保員工人人關注。緯創還 還開發出一套程式內來收集員工每日的健康資訊，讓管理團隊及時瞭解員工狀況。  「這套程式在我們復工後也發揮了很大的作用，員工每天填寫自己的行程和健康狀況後， 系統會自動告訴員工第二天能不能上班，同時還自動回饋到管理層。」黃敦哲說。  富士康昆山廠區復工複產的第一天。早上8點不到，已有員工陸續進廠，與以往不同，大 家自覺地安靜下來，測量體溫、消毒殺菌一絲不苟。所有員工有序刷卡，配合紅外線熱像 儀進行體溫排查；進入生產區，再次接受紅外線熱像儀的體溫測量。一道道進廠檢查工序 堪比機場安檢。  安全有序復工複產，富士康昆山廠區早早打好「提前量」。早在小年夜時，企業就緊急推 出了一款「FIT昆山廠區2020年春節員工動向及情況調查」的APP，通過員工填寫的資訊及 時掌握員工春節動向及健康狀況    ,2020-02-13 00:23:22
Gossiping,[問卦] 東北大餅4-9萬是真的嗎？, 今天經過東北大餅發現在徵人4-9萬  還看過到10萬的  雖然一定是長時數 不過那麼多也蠻驚訝的  有沒有東北大餅的八卦？   ,2020-04-19 03:13:21
Gossiping,[問卦] 陳韻如是不是一種都市傳說??, 欸欸你各位大家 我問了好幾個人 大家小時候都不同學校 但是都很剛好 小時候有一個同學叫陳韻如 然後很剛好 都是留妹妹頭然後瘦瘦的 然後很剛好 都是內向文靜的那種 在班上沒啥朋友也沒存在感 然後很剛好 都跟被我問的人稍微熟一點 更剛好的是 每次分班之後陳韻如就莫名其妙 轉學或消失了 後來再也沒有消息  幹 想起來好毛 我小一小二的時候 班上也有一個 這樣的陳韻如  你各位講看看阿    ,2020-05-06 09:02:15
Gossiping,[問卦] 有沒有股票大賺的八卦？, 小弟股市新手 今天看到手上的長榮航套了好久終於漲了 立馬賣出 竟然大賺34元  今天中午的便當可以多加兩顆滷蛋 離財富自由又更近了 有沒有股票是通往財富自由的捷徑的八卦？   ,2020-04-28 10:44:41
Gossiping,[問卦] 有沒有韓劇大手筆跑去平壤拍戲的八卦？, 最近很紅的韓劇愛的迫降， 跑去平壤取景， 甚至開跑車在平壤街頭狂飆， 會不會太大手筆了？ 金正恩越來越開放了呢！  韓劇的品質拍的還真不錯 以前很紅的日劇已經被打趴好幾條街了   ,2020-01-17 21:37:53
Gossiping,Re: [問卦] 新莊人麻煩進來一下!!, ※ 引述《mowkow0611 (威爺)》之銘言： : 剛跟一個新莊人聊天 :  : 我說過輔大就算'下'新莊了 : 但是對方說:要說 ''南''新莊 不是下新莊 : 我說以前就都是說下新莊阿 : 很少聽到南新莊 : 所以我想問問 版上正統的新莊人 : 過輔大後 丹鳳迴龍那邊 是該怎麼念 : 下 還是 南?  都擠?  母胎下新莊人來回啦 南新莊這個字彙只出現在銀行分行中 你去估狗南新莊分行就會發現中正路上營盤口附近一整排的銀行都叫南新莊分行 以前會用新樹路來分上下新莊，現在會改台65線來分 區分的原因個人覺得是生活圈的關係 以前捷運還沒通車的年代 中正路過了輔大後就是一片工業區(就是現在要炒的塭仔圳重劃區) 要到了盲人重建院以後才又開始有商業區 這一大段相對沒有發展的地方造成兩個生活圈 也就是下新莊上新莊的生活圈 而這兩個生活圈通常是不會互相往來的 因為各自的機能都很完整 所以上下新莊通常上班都會直接去台北市 下班直接回上下新莊 如果沒有特別的目的還真的不會去上下新莊 以上供參~~   ,2020-03-09 14:37:00
Gossiping,[新聞] 武漢肺炎 白牌車司機妹妹接觸者 篩檢都陰, ※發文無1~6小標格式或未依順序任意刪除者會被刪文  1.媒體來源: 自由時報  2.記者署名 蔡淑媛   3.完整新聞標題: 武漢肺炎》白牌車司機妹妹接觸者 篩檢都陰性  4.完整新聞內文:  武漢肺炎》白牌車司機妹妹接觸者 篩檢都陰性  醫院針對武漢肺炎啟動防疫演練。（台中醫院提供）  2020-02-21 19:03:43 〔記者蔡淑媛／台中報導〕台灣首例感染武漢肺炎過世的中部白牌計程車司機，他的妹妹 及外甥女婿確診，根據疾管署公佈報告指外甥女婿工作的潭子木材工廠，有上班職場接觸 者採檢79人，全部陰性，擴散可能的人都檢驗通過；妹妹工作的食品廠，包括同事及其他 接觸者14人都採檢，今天下午結果全部出爐，都呈現陰性。 白牌車司機的妹妹工作的工作，同層樓工作共16人，採檢其中有症狀者6人、其他樓層2人 有症狀者，及其他機會接觸者共14人，今天結果出部出爐都是陰性，朝向社區感染的風險 愈來愈小。  工廠防疫部分在中央流行疫情指揮中心針對疫調結果，要求司機妹妹同層樓工,2020-02-21 19:49:05
Gossiping,Re: [問卦] 顏清標為什麼可以一直當董事長啊, 咳咳  我這樣說啦  這錢是媽祖賞賜給我們的  他託夢我來做主  就跟過去砂石一樣  我來統籌處理  大家都有錢賺  都是媽祖的子弟  我這樣說了  誰贊成 誰反對    ,2020-02-25 10:49:21
Gossiping,[問卦] 冰淇淋都買明治是財富自由了嗎？,  小時候都吃小美冰淇淋   一次還不敢吃兩盒  現在都吃明治  這樣算是財富自由了嗎？   ,2020-04-15 18:17:00
Gossiping,[問卦] 五支烏茲衝鋒槍可以釘孤支嗎？,  有人騷擾我女友啦！  他說要變魔術給女友看  我女友打槍他了！   我就叫他走開  他說他有五支烏茲衝鋒槍  叫我穿好防彈衣  要跟我釘孤支    三小  怎麼辦？      - ,2020-02-16 01:33:44
Gossiping,Re: [新聞]花1000元換1500元酷碰券　經濟部：實體券與電子支付," 這種爛政策  反正最後一定會變成  有人在網路收酷碰券  一張折五百用兩三百去收  選我正解   不過這樣也好啦  也是有刺激到那些收購的人  讓他們增加收入   不就是政府的立意嗎  別在靠杯了  黨現在把你們當人看  再吵連五百都不發喔!!             ※ 引述《Aliensoul (八卦駐版外星人)》之銘言： : 標題： : 花1000元換1500元酷碰券　經濟部：實體券與電子支付並行刺激消費 : 2020年05月05日 09:25 : ▲後疫情時代，經濟部規劃酷碰券2.0多元方案振興經濟。（圖／記者湯興漢攝） : ▲後疫情時代，經濟部規劃酷碰券2.0多元方案振興經濟。（圖／記者湯興漢攝） : 記者林淑慧／台北報導 : 後疫情時代，很快進入振興經濟階段。據了解，經濟部規劃的新版酷碰券，規劃讓民眾花 : 1000元現金，可至超商、郵局等通路換回1500元酷碰券，等於打了六七折，比原本規劃的 : 七五折更優惠，同時採實體票券與電子支付並行，以期發揮刺激經濟的乘數效果。 : 經濟部長沈榮津昨日在立法院經濟委員會受訪時表示 ，酷碰券改版後將採取實體、電子 : 支付與電子票證等多元方式發放， 讓大家方便使用。行政院政委龔明鑫強調，將秉持「 : 好領、好用、促進消費」等三大原則來發放酷碰券。 :  : ▲經濟部長沈榮津親自督軍酷碰券規劃。（圖／記者湯興漢攝） : ▲經濟部長沈榮津親自督軍酷碰券規劃。（圖／記者湯興漢攝） : 依據經濟部規劃，這次酷碰券改版降低領用門檻、提高折扣優惠幅度，讓民眾以1千元去 : 換用1,500元酷碰券，形同打六七折，比原本的七五折更優惠；至於弱勢族群、中低收入 : 戶等則是直接發放500元酷碰券，可直接當現金使用。 : 規劃中的酷碰券可望讓民眾消費有折扣，期待要能刺激消費，也希望幫助因疫情而受創產 : 業，經濟部規劃在行動支付折扣項下，打造電子支付大平台，串聯連鎖餐飲業、零售及餐 : 飲小店家，除了政府提供的酷碰券折扣外，使用電子支付還能有加碼折扣，讓業者相互競 : 爭提供不同的優惠方案，以期擴大消費。 : 另外，照顧弱勢族群，經濟部擬針對身心障礙者、中低收入戶普發酷碰券，採直接使用， : 並將消費額度擴大至1500元。目前酷碰券預算為111億元，原擬發放期間為三個月，最快 : 本月下旬可望上路，但仍待中央流行疫情指揮中心決斷。 : 原文網址: : ETtoday財經 | ETtoday新聞雲 :  : - : 心得： : 這到底什麼垃圾政策？？ : 直接發消費券很困難嗎？？ : 花1000元買1500元的消費券是三小 : 折價券還要花錢買的喔？ : 路邊的折價券都沒人撿了   ",2020-05-05 18:41:36
